user_id,experiment_group,gender,age_group,device_type,investment_type,acquisition_channel,first_trade_date,total_trade_count,is_first_fractional_exp
USR_4b633018f53e,B,M,30대,android,공격투자형,organic,2024-09-15,99,False
USR_84b6c14a0297,B,F,30대,android,위험중립형,ad,2024-09-03,162,False
USR_88e7505d13d1,B,F,20대,ios,위험중립형,organic,2024-07-06,155,True
USR_927a05d8d742,B,F,20대,ios,위험중립형,search,2024-12-15,51,False
USR_939720dd8403,B,F,20대,android,안정추구형,organic,2024-11-21,70,False
USR_7ac4893bb017,B,M,20대,ios,공격투자형,organic,2024-04-10,24,True
USR_3ff4f4e25057,B,M,20대,android,위험중립형,organic,2024-04-06,156,True
USR_7cf85939c35b,B,F,50대이상,ios,공격투자형,ad,2024-07-17,188,True
USR_f5dd460a6d9c,B,M,20대,ios,적극투자형,organic,2024-04-24,100,True
USR_82634b12001b,B,F,40대,android,적극투자형,ad,2024-04-04,59,False
USR_4f3b9a854dda,B,F,20대,android,적극투자형,organic,2024-12-14,88,False
USR_2b73e2c51cd9,B,M,20대,android,안정추구형,search,2024-06-11,147,False
USR_ae7879de8499,B,M,40대,android,적극투자형,organic,2024-04-11,38,False
USR_4dda209ff3b6,B,F,20대,android,안정형,organic,2024-08-23,134,False
USR_4f7de1d3931b,B,M,40대,android,적극투자형,organic,2025-01-01,105,True
USR_e00fd340be54,B,F,40대,ios,위험중립형,ad,2024-06-10,136,True
USR_b1d6517fec46,B,F,30대,ios,위험중립형,search,2024-11-21,92,False
USR_119c597167fe,B,M,50대이상,android,위험중립형,organic,2024-10-10,36,True
USR_4a92a0c25942,B,M,30대,ios,위험중립형,organic,2024-08-11,150,False
USR_ec7cc69d6199,B,M,20대,ios,공격투자형,organic,2024-10-18,98,True
USR_3d8745018b12,B,M,20대,android,위험중립형,organic,2024-04-07,50,True
USR_dc7ab6da0600,B,M,40대,ios,위험중립형,organic,2025-02-19,108,False
USR_5ef4348badbb,B,M,20대,android,공격투자형,ad,2024-03-05,196,True
USR_ef88948cd41b,B,M,20대,ios,공격투자형,search,2024-07-16,2,False
USR_7db6329c95a1,B,M,30대,android,위험중립형,organic,2024-05-10,83,False
USR_57a2cfeee04a,B,F,20대,android,위험중립형,search,2024-04-16,191,True
USR_cd45c418ec04,B,M,30대,ios,공격투자형,search,2025-02-07,5,False
USR_dca12e0fab55,B,M,30대,android,안정추구형,ad,2024-03-19,143,True
USR_e49ee1aabf48,B,F,20대,android,적극투자형,organic,2024-10-28,112,False
USR_e614c9b25579,B,M,20대,android,공격투자형,ad,2024-06-03,43,True
USR_0720dd8aeaee,B,M,40대,ios,적극투자형,search,2024-11-11,25,True
USR_c96573678896,B,M,20대,ios,위험중립형,organic,2024-05-02,60,False
USR_7548d2e2e992,B,F,20대,ios,공격투자형,search,2025-01-18,148,False
USR_261ea65eedee,B,F,20대,android,위험중립형,organic,2024-03-01,197,True
USR_ae8cb00d692f,B,F,30대,ios,공격투자형,search,2024-11-27,132,False
USR_a56280bb6573,B,F,20대,android,안정추구형,organic,2024-04-26,120,False
USR_86cdc21ac91e,B,F,20대,ios,안정형,search,2024-11-18,123,False
USR_955dd516a00e,B,F,40대,android,위험중립형,organic,2024-07-20,141,True
USR_4a4974b46bfa,B,M,20대,ios,공격투자형,ad,2024-03-14,86,False
USR_c554d3580cfa,B,F,30대,android,적극투자형,organic,2024-10-27,13,True
USR_3e880eaf1ed3,B,M,30대,ios,공격투자형,ad,2024-09-11,39,False
USR_5242e415cab5,B,F,40대,ios,적극투자형,organic,2025-02-23,69,False
USR_538510bcd584,B,F,30대,android,위험중립형,organic,2024-12-25,80,False
USR_93b846deab4a,B,F,30대,android,위험중립형,organic,2024-08-06,68,False
USR_a34106980946,B,F,30대,ios,위험중립형,organic,2025-01-12,137,True
USR_9223bf1e666b,B,F,30대,ios,위험중립형,organic,2024-12-08,41,False
USR_e3b2968a050b,B,F,30대,ios,위험중립형,search,2024-09-22,9,False
USR_89640c62555c,B,M,30대,ios,위험중립형,organic,2024-07-22,52,True
USR_762b1dd9bd6a,B,M,30대,ios,안정형,ad,2024-07-03,167,False
USR_27fc64ad76ce,B,F,40대,android,공격투자형,ad,2024-05-08,68,True
USR_5aab68af0b0d,B,F,20대,android,적극투자형,organic,2024-06-07,107,False
USR_5fb81ccdc9a7,B,M,20대,android,공격투자형,organic,2024-06-21,76,False
USR_8b77a68c8534,B,F,30대,android,위험중립형,organic,2024-09-08,167,True
USR_6a0e4d5c9a5e,B,M,30대,android,공격투자형,search,2024-07-31,7,False
USR_99dd73fa6279,B,F,20대,android,적극투자형,search,2024-09-27,115,False
USR_551b295c5a5b,B,F,30대,ios,위험중립형,search,2025-01-06,82,True
USR_fef8d874c78b,B,M,30대,ios,안정추구형,organic,2025-02-15,23,False
USR_df2dddba79c1,B,F,30대,ios,위험중립형,search,2024-11-08,179,False
USR_badf13107e52,B,F,30대,ios,안정형,ad,2024-05-27,54,False
USR_13134b26aceb,B,F,40대,android,안정추구형,organic,2024-03-18,144,True
USR_92eaaa4fd8d4,B,M,30대,ios,적극투자형,organic,2024-06-08,97,True
USR_c80acc4b817a,B,F,30대,android,공격투자형,organic,2024-12-10,188,False
USR_dac607d13897,B,M,20대,ios,공격투자형,organic,2024-11-23,17,True
USR_9428c315d5f8,B,M,20대,android,적극투자형,search,2025-02-07,92,True
USR_4d7605f2a6fd,B,M,50대이상,ios,위험중립형,ad,2024-10-05,83,True
USR_698e3c0c27c6,B,F,20대,android,안정추구형,organic,2025-01-02,137,False
USR_e0b502ba81c3,B,M,20대,ios,적극투자형,ad,2024-07-17,104,True
USR_68bef76c27f4,B,M,20대,android,위험중립형,organic,2024-04-15,110,True
USR_759470c76c37,B,M,40대,ios,안정추구형,ad,2024-09-01,22,True
USR_51278e3ef5e6,B,M,30대,android,공격투자형,search,2025-02-20,122,False
USR_82574861f144,B,M,30대,ios,공격투자형,organic,2025-01-23,122,False
USR_de06d151923c,B,M,50대이상,android,적극투자형,ad,2024-06-11,66,True
USR_ce1a89447222,B,M,40대,android,위험중립형,ad,2024-07-24,47,True
USR_211397a6629c,B,M,20대,ios,위험중립형,organic,2024-07-15,48,True
USR_1d051d5191bb,B,F,30대,ios,적극투자형,ad,2025-01-17,131,True
USR_69bb35c8f90e,B,M,30대,ios,위험중립형,organic,2024-08-17,37,True
USR_87e4b079e30f,B,F,30대,ios,적극투자형,organic,2024-06-02,10,False
USR_fc13956ed07e,B,M,20대,android,적극투자형,organic,2025-02-20,28,False
USR_80b935017c77,B,M,20대,ios,안정추구형,organic,2025-02-16,15,False
USR_56940e23f47e,B,M,20대,ios,적극투자형,organic,2024-09-20,86,False
USR_14bc7b39ba04,B,F,20대,ios,적극투자형,ad,2024-10-28,100,False
USR_777abced820e,B,M,20대,ios,적극투자형,organic,2025-02-13,103,True
USR_1d2f8aedb10c,B,M,20대,android,공격투자형,search,2024-04-21,128,True
USR_d9fcaae55043,B,M,20대,ios,공격투자형,organic,2024-11-29,99,False
USR_6a2e28142ce5,B,M,30대,android,공격투자형,search,2024-08-28,73,True
USR_8ea238b9b747,B,M,30대,ios,안정추구형,organic,2024-06-21,133,False
USR_0d8129ee96a5,B,F,20대,ios,위험중립형,ad,2024-04-12,62,False
USR_5e1b1c87cec5,B,M,30대,ios,적극투자형,organic,2024-06-09,174,True
USR_e090669575df,B,M,20대,android,위험중립형,organic,2024-11-18,46,False
USR_39d6c39f342e,B,M,20대,ios,공격투자형,organic,2024-08-01,14,False
USR_069f0153127d,B,M,30대,android,공격투자형,organic,2024-04-10,200,True
USR_0bfc4e3d6c68,B,F,40대,ios,위험중립형,ad,2024-07-13,31,True
USR_a9d7c2d2cc3b,B,M,30대,ios,적극투자형,organic,2024-07-04,126,True
USR_c48bd2ac4437,B,F,20대,ios,공격투자형,ad,2024-04-22,156,True
USR_3bdf6e5e234d,B,M,40대,ios,안정추구형,organic,2024-06-14,13,True
USR_81f8676ab67f,B,M,20대,android,공격투자형,ad,2025-02-22,152,True
USR_feae112ac05c,B,F,30대,ios,적극투자형,organic,2024-10-14,171,True
USR_7decea3c517a,B,M,30대,ios,위험중립형,search,2025-01-09,138,True
USR_26fff5e4914d,B,M,30대,ios,안정형,organic,2024-04-25,69,False
USR_50e744703d26,B,F,30대,android,안정형,search,2024-11-28,140,False
USR_fd75e9257cf4,B,F,20대,android,위험중립형,organic,2024-07-22,131,True
USR_5ae90683c220,B,F,40대,android,위험중립형,ad,2024-05-30,145,True
USR_cbfd86ad7506,B,F,50대이상,android,적극투자형,organic,2024-10-15,190,True
USR_879cc562dda2,B,M,30대,android,적극투자형,organic,2024-03-05,101,False
USR_1813b72a3589,B,M,20대,android,적극투자형,organic,2024-09-08,136,True
USR_98b6a1d857fb,B,F,20대,android,안정추구형,organic,2025-02-12,92,True
USR_1e1e498e82c7,B,M,20대,ios,공격투자형,organic,2024-12-30,14,False
USR_8407a58d35ec,B,F,40대,ios,안정추구형,search,2024-06-16,79,True
USR_9ebc29c0f0d3,B,M,20대,ios,위험중립형,organic,2024-10-27,197,False
USR_1003a5931307,B,F,30대,android,위험중립형,organic,2025-01-14,125,False
USR_f7e684f69dab,B,F,40대,ios,공격투자형,search,2024-11-01,120,True
USR_6bfedb64329d,B,M,40대,android,위험중립형,organic,2024-07-01,38,True
USR_8d0f41c64f23,B,M,30대,ios,공격투자형,ad,2024-07-23,25,True
USR_6e79fbba83e5,B,F,20대,android,안정추구형,organic,2024-10-29,27,False
USR_816039b1e543,B,F,30대,ios,위험중립형,search,2024-04-10,52,False
USR_0dfc9662d583,B,M,30대,ios,안정추구형,organic,2024-07-21,163,False
USR_4e006db3e5a4,B,F,30대,ios,공격투자형,ad,2024-04-27,36,True
USR_fa1d85b33277,B,M,20대,ios,안정형,search,2024-10-28,49,False
USR_033471f231db,B,M,30대,android,적극투자형,organic,2024-05-23,146,False
USR_0b7c5bc5e069,B,M,30대,ios,적극투자형,search,2024-09-10,86,False
USR_2619215663bd,B,M,40대,ios,위험중립형,ad,2024-12-06,155,True
USR_4329e67f02da,B,M,30대,ios,안정형,organic,2024-06-26,102,True
USR_d3af0e06cae2,B,M,50대이상,android,안정추구형,organic,2024-04-06,137,True
USR_ff921e0e2f5b,B,M,40대,android,위험중립형,search,2024-08-21,180,False
USR_607ae6d47c0e,B,M,20대,android,적극투자형,ad,2024-05-19,199,True
USR_4c25f9e8d9a3,B,F,40대,ios,적극투자형,organic,2024-11-10,24,False
USR_d8b3716ba1d4,B,M,50대이상,android,안정추구형,organic,2024-04-05,142,True
USR_6a58f4a5b6a8,B,F,30대,ios,안정형,organic,2025-01-13,42,True
USR_b2331d29a42a,B,M,30대,ios,위험중립형,search,2024-03-29,131,True
USR_f09309f082ab,B,M,40대,android,적극투자형,ad,2024-11-11,46,True
USR_6209e3c2e3e6,B,M,40대,ios,적극투자형,search,2024-08-25,96,True
USR_b16a47228b08,B,M,20대,ios,공격투자형,ad,2024-09-15,113,True
USR_967ae3e65abc,B,F,50대이상,ios,위험중립형,search,2024-03-26,1,True
USR_cee022fcfa8e,B,F,20대,ios,안정추구형,organic,2025-02-19,47,True
USR_43ae36ae17a6,B,M,40대,android,안정추구형,search,2024-11-09,11,False
USR_9630228bdf33,B,M,20대,ios,위험중립형,organic,2024-10-11,48,False
USR_54f65222aad9,B,M,30대,ios,적극투자형,search,2024-03-25,174,True
USR_02d1a55ce381,B,F,30대,android,적극투자형,ad,2024-11-07,88,False
USR_b43fcaa93040,B,M,30대,ios,공격투자형,organic,2024-09-06,182,False
USR_12685696aa7e,B,F,20대,ios,안정형,search,2024-04-07,159,False
USR_89f04f4b0e94,B,M,20대,ios,공격투자형,organic,2024-03-10,29,True
USR_315fe990583c,B,M,20대,ios,안정형,search,2024-08-31,200,True
USR_e7b1f14b56b9,B,M,20대,ios,적극투자형,organic,2024-06-19,44,True
USR_2f4fb88e327e,B,F,30대,android,안정추구형,organic,2024-12-29,89,True
USR_1684b4b57079,B,M,30대,ios,안정추구형,search,2024-11-20,79,False
USR_90e7cd0713ba,B,M,40대,android,안정추구형,search,2024-09-13,19,False
USR_dde67f22f124,B,M,30대,android,공격투자형,ad,2024-06-27,19,False
USR_3d8dc2d054ee,B,F,30대,ios,적극투자형,search,2024-08-26,96,True
USR_fbbe57e49856,B,F,30대,android,적극투자형,organic,2025-01-24,54,False
USR_b5ae6cea8fd6,B,F,20대,android,적극투자형,organic,2024-11-04,120,False
USR_8584d44e2b71,B,M,40대,ios,적극투자형,ad,2024-07-02,3,True
USR_cd2b39dcdd02,B,F,30대,android,공격투자형,organic,2024-12-12,145,False
USR_74aaa482580c,B,M,20대,ios,안정형,organic,2024-04-17,4,False
USR_a1f11d19a61f,B,F,30대,android,적극투자형,organic,2024-05-10,4,False
USR_d968c3c87e9b,B,F,40대,ios,적극투자형,ad,2024-06-02,163,False
USR_514c5e491789,B,M,40대,android,적극투자형,organic,2024-11-18,137,True
USR_f8eb6ac2ae0e,B,M,40대,ios,적극투자형,ad,2024-05-16,121,True
USR_74a9e1cd450f,B,M,20대,android,위험중립형,search,2024-10-16,168,False
USR_9305004e064a,B,M,20대,ios,적극투자형,organic,2025-01-21,152,False
USR_2f54beb7cdb9,B,M,20대,android,안정추구형,organic,2024-04-17,115,False
USR_1a8c6872dba5,B,M,40대,ios,안정추구형,ad,2024-08-18,80,False
USR_b09ae21cf0b0,B,M,30대,ios,적극투자형,organic,2024-10-07,179,False
USR_7d72523cc3f4,B,F,30대,ios,적극투자형,ad,2024-07-09,44,False
USR_a3f143c480e8,B,F,30대,ios,적극투자형,search,2024-03-08,162,False
USR_c7a88dc0238d,B,F,20대,android,안정추구형,organic,2024-10-18,77,True
USR_6fb1440621a8,B,F,20대,android,위험중립형,ad,2024-06-15,199,True
USR_0fe8123b120d,B,F,30대,ios,공격투자형,organic,2025-02-05,151,False
USR_7d5f7dde5029,B,M,20대,android,안정형,organic,2025-02-28,112,True
USR_5946ec506720,B,F,30대,ios,위험중립형,organic,2025-02-10,108,True
USR_576b6577b4da,B,M,50대이상,android,안정추구형,search,2024-05-24,125,True
USR_fb0705289913,B,M,30대,android,위험중립형,organic,2024-09-11,92,True
USR_2a953d607ee1,B,F,30대,android,적극투자형,organic,2024-10-31,45,True
USR_19a323ac18ef,B,M,30대,ios,적극투자형,organic,2024-04-13,98,False
USR_fc101cc64a7e,B,M,50대이상,android,적극투자형,ad,2024-10-09,130,True
USR_10754b58ae3e,B,M,20대,ios,공격투자형,search,2024-09-10,162,True
USR_43024e5feac2,B,M,20대,android,적극투자형,ad,2024-08-05,130,True
USR_55f5a8082519,B,F,30대,android,위험중립형,organic,2024-11-04,161,False
USR_80cd21a454e1,B,M,20대,ios,위험중립형,search,2024-10-09,34,False
USR_57a0f211cc59,B,F,20대,ios,공격투자형,ad,2024-12-13,172,False
USR_0ae92a579a58,B,M,20대,android,적극투자형,organic,2024-12-18,123,True
USR_f4700ababac7,B,M,30대,android,공격투자형,ad,2024-03-19,160,False
USR_75fc5c8c71e8,B,F,20대,ios,적극투자형,search,2024-08-11,125,True
USR_fad7de3c7c2b,B,M,30대,android,안정형,organic,2024-10-03,153,False
USR_b8dcb8fc3ab3,B,M,50대이상,ios,위험중립형,organic,2024-04-01,24,True
USR_735e1e958e97,B,F,40대,ios,위험중립형,organic,2024-03-22,91,False
USR_f67d0f576f84,B,M,20대,android,위험중립형,search,2024-04-03,61,True
USR_17e42e432c9c,B,F,30대,android,위험중립형,organic,2024-09-12,36,False
USR_5738e2cf6504,B,M,30대,android,공격투자형,search,2024-10-29,72,True
USR_c1f3406a5a5c,B,F,40대,ios,공격투자형,organic,2024-09-30,157,False
USR_5dc292320e8b,B,M,30대,android,안정추구형,search,2024-05-25,180,False
USR_39384f0354e7,B,M,20대,ios,안정추구형,ad,2024-10-29,97,False
USR_749c6f740ed7,B,F,30대,android,공격투자형,ad,2024-11-16,190,False
USR_26e4d21436ca,B,F,30대,android,위험중립형,organic,2024-12-26,6,False
USR_dbf68ea9ee33,B,M,20대,ios,위험중립형,search,2024-06-16,93,False
USR_1d195eed835e,B,F,50대이상,ios,적극투자형,search,2024-05-18,113,False
USR_e4c19c4737d9,B,F,20대,android,위험중립형,ad,2024-03-22,160,False
USR_9ad4e3be43ac,B,F,20대,android,공격투자형,search,2024-03-26,113,True
USR_bcaeefac869a,B,F,50대이상,ios,적극투자형,ad,2024-03-17,168,False
USR_4e7ae9acc3a9,B,F,50대이상,ios,위험중립형,ad,2025-02-08,36,True
USR_586108f74a71,B,M,40대,ios,적극투자형,ad,2025-01-16,195,True
USR_d5a76fbd4f4e,B,F,30대,ios,공격투자형,organic,2024-05-19,34,False
USR_a9e962168bce,B,M,50대이상,ios,적극투자형,search,2024-03-14,84,True
USR_7dc396c27481,B,F,20대,ios,적극투자형,search,2024-04-15,165,True
USR_de6a8a2f727d,B,M,30대,ios,공격투자형,ad,2025-01-04,48,False
USR_870a20c47f1d,B,F,50대이상,android,공격투자형,ad,2025-01-17,160,True
USR_438c2e67dd7d,B,F,30대,ios,공격투자형,organic,2024-04-27,20,True
USR_4a5a967bb22e,B,M,30대,ios,위험중립형,organic,2024-07-19,136,True
USR_86b26afba698,B,F,40대,ios,적극투자형,organic,2025-02-12,182,True
USR_03b73b154cab,B,M,30대,ios,안정추구형,organic,2024-07-20,128,False
USR_31065f69c699,B,M,30대,android,적극투자형,organic,2024-07-31,50,True
USR_92d37c3496d4,B,M,20대,ios,안정추구형,search,2024-04-08,153,True
USR_8fae1a70d887,B,M,30대,android,적극투자형,ad,2024-03-05,156,False
USR_0b692d6a34d8,B,M,20대,android,위험중립형,organic,2024-04-01,137,False
USR_f87353cc462c,B,M,30대,ios,적극투자형,ad,2025-02-12,25,True
USR_68fce6ca5dc9,B,F,40대,android,적극투자형,organic,2024-04-13,16,True
USR_51db15904e98,B,M,30대,ios,안정형,ad,2024-11-14,138,True
USR_772d42fb1c83,B,M,30대,android,안정추구형,organic,2024-09-24,1,True
USR_9412e5f76ed0,B,M,20대,ios,공격투자형,ad,2025-02-27,2,True
USR_4a9bd7ca4ae6,B,F,30대,android,적극투자형,organic,2024-10-07,175,True
USR_dc87249767a3,B,M,30대,ios,공격투자형,organic,2024-03-22,112,False
USR_1e63ca16b751,B,F,30대,ios,공격투자형,organic,2024-06-05,5,False
USR_a2f812363b54,B,M,20대,android,안정형,organic,2024-12-07,64,False
USR_8f19fbd4c9f6,B,M,40대,android,적극투자형,organic,2024-12-25,48,True
USR_38e3edfcb4c2,B,F,30대,android,안정형,ad,2024-11-29,90,True
USR_89849880061e,B,M,30대,android,적극투자형,organic,2024-11-10,118,True
USR_f30ebd35f7f4,B,M,30대,android,공격투자형,organic,2024-07-20,119,False
USR_fed5db2eadbc,B,M,30대,android,안정추구형,ad,2024-07-05,137,False
USR_5ebceaf14a42,B,M,20대,android,공격투자형,organic,2024-05-24,135,False
USR_59fbeff605d5,B,M,50대이상,ios,위험중립형,search,2024-10-24,135,True
USR_b542c08d72f7,B,M,20대,android,안정형,organic,2025-02-24,9,False
USR_5bf24e4cf901,B,F,50대이상,android,안정형,ad,2024-07-10,93,True
USR_4bbc2ba8a56d,B,F,30대,ios,공격투자형,organic,2024-09-05,35,False
USR_2008660764a2,B,F,30대,android,공격투자형,organic,2024-12-01,168,True
USR_c417561e8993,B,M,20대,ios,적극투자형,organic,2024-10-14,101,False
USR_c4bdf49a6eef,B,F,30대,ios,안정추구형,search,2024-05-11,26,True
USR_05b90f175c05,B,M,30대,ios,안정추구형,organic,2024-09-14,39,False
USR_5b2f100163bb,B,F,50대이상,ios,공격투자형,organic,2024-10-16,104,True
USR_91510301e0e4,B,M,20대,android,안정형,organic,2024-06-26,91,False
USR_325805492eec,B,M,20대,ios,위험중립형,organic,2024-05-21,37,False
USR_21093fbf8228,B,F,40대,ios,공격투자형,search,2024-10-31,197,False
USR_9e36b67f87fc,B,F,30대,android,적극투자형,organic,2024-04-19,199,True
USR_003b79921810,B,F,50대이상,ios,적극투자형,search,2025-01-12,29,True
USR_db9b8a6661b8,B,M,20대,android,안정형,organic,2024-08-18,180,True
USR_0b56690f14b1,B,F,30대,ios,적극투자형,search,2024-10-12,31,True
USR_2826f9eb241e,B,M,20대,android,위험중립형,organic,2024-04-08,193,True
USR_0664593d17ed,B,M,20대,ios,공격투자형,organic,2024-04-06,1,True
USR_fb20252a0344,B,M,40대,android,안정형,organic,2024-05-04,37,True
USR_afac968c0f43,B,M,30대,ios,공격투자형,organic,2025-02-06,131,False
USR_14fef5252a35,B,M,20대,android,적극투자형,ad,2024-11-03,63,True
USR_1c0fab31d267,B,F,20대,android,적극투자형,organic,2024-06-25,165,True
USR_b3a23ce7fb6a,B,M,20대,ios,위험중립형,organic,2025-02-26,79,False
USR_85743f676a35,B,M,30대,android,적극투자형,organic,2024-05-18,1,False
USR_2d9abb972e03,B,M,30대,ios,위험중립형,ad,2025-01-18,131,False
USR_30fd6d1808c3,B,M,20대,ios,적극투자형,organic,2024-03-08,99,True
USR_454cbffc20e8,B,M,20대,android,적극투자형,organic,2025-02-01,27,False
USR_f92a597a0ed9,B,F,50대이상,ios,적극투자형,organic,2024-12-09,149,True
USR_04e87a89608a,B,F,40대,android,위험중립형,organic,2024-07-04,62,True
USR_e935d0fb93cc,B,M,20대,ios,안정형,organic,2024-10-28,116,False
USR_bac5df032ca6,B,M,40대,ios,공격투자형,search,2024-11-17,150,False
USR_a6a64a910d5f,B,M,30대,android,안정추구형,organic,2025-01-10,44,True
USR_795e7ed6544c,B,F,30대,android,위험중립형,organic,2024-05-29,89,False
USR_c586261b0c0b,B,F,40대,ios,위험중립형,ad,2024-03-05,47,False
USR_660485cca5b0,B,M,30대,android,안정추구형,ad,2024-08-14,90,True
USR_3d21ede73da5,B,F,30대,android,적극투자형,organic,2025-02-28,23,True
USR_cddbb4ac2d3d,B,F,30대,android,공격투자형,ad,2024-08-09,134,False
USR_23f9da16ca83,B,F,20대,android,안정추구형,ad,2024-09-02,142,False
USR_b0a7c92e9f54,B,M,40대,ios,위험중립형,organic,2024-09-29,84,True
USR_2fb58132739e,B,M,30대,android,공격투자형,organic,2024-04-10,196,True
USR_742e1b6da3f2,B,F,30대,android,공격투자형,ad,2025-01-23,180,False
USR_8d1e05ae7ec4,B,M,40대,ios,공격투자형,organic,2024-09-21,13,True
USR_17c6e4cf8315,B,F,50대이상,android,위험중립형,organic,2024-03-07,105,False
USR_af6e1fa1fcdd,B,M,30대,ios,안정추구형,ad,2024-10-10,103,False
USR_fd74d5f6b5ef,B,F,30대,android,공격투자형,ad,2024-04-04,176,False
USR_c2119cbe7580,B,F,20대,ios,적극투자형,organic,2024-08-03,144,False
USR_efa419292545,B,F,40대,ios,적극투자형,ad,2024-11-18,28,True
USR_4a9baf8ef684,B,M,20대,android,공격투자형,search,2024-05-15,61,True
USR_acaa4d530a84,B,M,30대,ios,공격투자형,organic,2024-11-25,105,False
USR_7a0c7cd235c3,B,F,20대,ios,위험중립형,search,2024-07-14,127,True
USR_e7fabf53b10a,B,F,20대,ios,공격투자형,search,2024-11-05,9,False
USR_5f6eff12b91e,B,F,20대,android,위험중립형,organic,2024-10-07,59,False
USR_83ac5b15de25,B,F,20대,ios,안정추구형,organic,2024-06-04,63,False
USR_f49784ab0d88,B,M,30대,android,위험중립형,ad,2025-01-18,19,True
USR_496c3524debe,B,F,20대,ios,안정추구형,search,2024-04-22,53,True
USR_1141335fc7db,B,F,40대,ios,안정형,ad,2024-10-30,44,True
USR_38645b5b5b53,B,F,30대,android,위험중립형,organic,2024-06-06,125,False
USR_340d4d41b3d2,B,F,20대,ios,위험중립형,organic,2024-09-13,144,False
USR_76cfc509356e,B,F,30대,ios,안정추구형,organic,2024-04-01,181,False
USR_3d434e07949f,B,F,30대,ios,위험중립형,search,2024-12-31,151,True
USR_9d78c2707d97,B,F,40대,ios,안정추구형,organic,2024-04-24,114,False
USR_53bbca35b8a5,B,F,20대,ios,위험중립형,ad,2025-02-27,103,False
USR_6e589a7c17eb,B,F,30대,android,공격투자형,organic,2024-11-04,176,False
USR_9436a4721099,B,F,40대,ios,공격투자형,ad,2024-09-12,18,True
USR_2014256ebdda,B,M,30대,android,위험중립형,organic,2024-04-23,190,False
USR_a5def081386b,B,F,40대,android,위험중립형,organic,2024-12-23,148,False
USR_6d7bc9c23728,B,F,40대,android,적극투자형,organic,2024-05-12,113,True
USR_b3c9ef830b1f,B,F,30대,android,적극투자형,ad,2024-12-20,153,False
USR_68ae03389f40,B,M,40대,android,적극투자형,ad,2024-06-13,200,False
USR_6d3d94b25747,B,M,50대이상,ios,공격투자형,ad,2024-08-30,51,True
USR_bccce80cf1f7,B,F,30대,android,위험중립형,organic,2024-11-16,121,True
USR_a36f825e64a3,B,M,20대,ios,위험중립형,search,2025-02-13,89,True
USR_73328c934e3e,B,M,30대,android,공격투자형,search,2024-05-10,39,False
USR_f3a04ea6b6d1,B,M,20대,android,공격투자형,ad,2024-12-04,173,True
USR_d529f0576f94,B,M,30대,android,위험중립형,ad,2025-01-24,133,True
USR_2b97c9a3701e,B,F,20대,android,안정추구형,organic,2025-01-08,156,False
USR_ff297bcfcb5c,B,M,20대,ios,적극투자형,search,2024-06-21,139,True
USR_3ba43b29a22d,B,F,50대이상,android,공격투자형,organic,2024-07-03,71,True
USR_29792c960403,B,M,20대,ios,안정추구형,ad,2024-11-18,137,True
USR_5542c2d10adf,B,F,50대이상,ios,적극투자형,search,2024-11-14,165,False
USR_b09e865739b5,B,M,20대,android,공격투자형,organic,2024-08-25,10,True
USR_7f525f0516c4,B,M,40대,android,공격투자형,organic,2024-11-29,78,True
USR_454f2812ea6d,B,F,20대,android,적극투자형,ad,2024-06-07,74,True
USR_e2d9732a1340,B,M,30대,ios,적극투자형,ad,2025-02-07,40,False
USR_c7221f28e48d,B,M,40대,android,위험중립형,organic,2024-12-06,46,False
USR_12b777d8b150,B,F,20대,ios,공격투자형,organic,2024-10-26,49,False
USR_18c9b3a24b61,B,M,30대,ios,공격투자형,organic,2024-07-05,15,False
USR_673ed614a89c,B,F,50대이상,ios,적극투자형,ad,2025-02-17,73,True
USR_945ad71fd2a1,B,F,30대,ios,안정추구형,ad,2024-06-16,81,False
USR_3b7328e4827b,B,F,30대,ios,위험중립형,organic,2024-09-19,99,True
USR_45e2d6053ddb,B,M,50대이상,android,위험중립형,ad,2024-03-17,173,False
USR_8929a06b29e2,B,F,30대,ios,공격투자형,organic,2024-11-30,81,False
USR_cd518cdd29de,B,M,30대,android,공격투자형,organic,2024-04-20,124,False
USR_706a27c74551,B,M,20대,android,안정추구형,organic,2024-12-05,8,False
USR_afd50c1ae7af,B,M,30대,ios,안정추구형,ad,2025-01-01,37,False
USR_e3526f9e168c,B,F,20대,ios,적극투자형,organic,2024-03-02,177,True
USR_f37bebc6701e,B,F,40대,android,공격투자형,organic,2024-12-19,28,True
USR_7e085228fc20,B,M,30대,ios,위험중립형,organic,2024-04-16,140,True
USR_0e5bf951b790,B,F,30대,android,적극투자형,organic,2024-11-20,13,True
USR_5351b5d6056b,B,M,50대이상,android,공격투자형,ad,2024-04-28,175,True
USR_754cdd88851f,B,F,20대,android,적극투자형,organic,2024-05-07,7,False
USR_47b68bb90b06,B,M,40대,ios,적극투자형,search,2024-11-18,159,True
USR_ac79cd555c73,B,M,40대,android,적극투자형,search,2025-01-23,11,True
USR_78acfb1d0c76,B,F,40대,ios,위험중립형,ad,2024-10-16,50,True
USR_bd278876b975,B,F,40대,ios,위험중립형,ad,2024-06-25,110,False
USR_a7977beb92af,B,M,20대,ios,위험중립형,organic,2024-11-20,46,True
USR_a2904cb097c9,B,M,20대,ios,적극투자형,organic,2024-10-15,66,True
USR_6cfc93258d95,B,F,30대,android,위험중립형,ad,2024-11-13,142,False
